friendlyName,externalLocationId,phoneNumber,email,addressLine1,addressLine2,city,state,zipCode,country,latitude,longitude,Monday-HoursOfOperation,Tuesday-HoursOfOperation,Wednesday-HoursOfOperation,Thursday-HoursOfOperation,Friday-HoursOfOperation,Saturday-HoursOfOperation,Sunday-HoursOfOperation
The UPS Store 5490,TUPSS5490,(716)652-1580,store5490@theupsstore.com,174 MAIN ST,,EAST AURORA,NY,14052,USA,42.767814,-78.627683,Monday 08:00 - 18:00,Tuesday 08:00 - 18:00,Wednesday 08:00 - 18:00,Thursday 08:00 - 18:00,Friday 08:00 - 18:00,Saturday 08:00 - 16:00,Sunday 10:00 - 15:00
The UPS Store 4084,TUPSS4084,(919)841-4525,store4084@theupsstore.com,9660 FALLS OF NEUSE RD,STE 138,RALEIGH,NC,27615,USA,35.905258,-78.600243,Monday 08:30 - 18:30,Tuesday 08:30 - 18:30,Wednesday 08:30 - 18:30,Thursday 08:30 - 18:30,Friday 08:30 - 18:30,Saturday 09:00 - 17:00,Sunday 10:00 - 15:00
The UPS Store 5268,TUPSS5268,(919)255-9084,store5268@theupsstore.com,4501 NEW BERN AVE,STE 130,RALEIGH,NC,27610,USA,35.798813,-78.560059,Monday 08:00 - 19:00,Tuesday 08:00 - 19:00,Wednesday 08:00 - 19:00,Thursday 08:00 - 19:00,Friday 08:00 - 19:00,Saturday 09:00 - 16:00,Sunday 12:00 - 17:00
The UPS Store 4727,TUPSS4727,(919)359-2500,store4727@theupsstore.com,476 SHOTWELL RD,STE 102,CLAYTON,NC,27520,USA,35.655597,-78.479373,Monday 08:30 - 19:00,Tuesday 08:30 - 19:00,Wednesday 08:30 - 19:00,Thursday 08:30 - 19:00,Friday 08:30 - 19:00,Saturday 10:00 - 16:00,Sunday Closed
The UPS Store 0735,TUPSS0735,(540)662-3339,store0735@theupsstore.com,4 WEEMS LANE,,WINCHESTER,VA,22601-3615,USA,39.161445,-78.175837,Monday 08:00 - 18:00,Tuesday 08:00 - 18:00,Wednesday 08:00 - 18:00,Thursday 08:00 - 18:00,Friday 08:00 - 18:00,Saturday 08:00 - 16:00,Sunday Closed
The UPS Store 6662,TUPSS6662,(772)217-8166,store6662@theupsstore.com,5220 US HWY 1,STE 104,VERO BEACH,FL,32967,USA,27.687968,-80.410396,Monday 08:30 - 18:30,Tuesday 08:30 - 18:30,Wednesday 08:30 - 18:30,Thursday 08:30 - 18:30,Friday 08:30 - 18:30,Saturday 09:00 - 17:00,Sunday Closed
The UPS Store 4629,TUPSS4629,(772)873-4536,store4629@theupsstore.com,7548 SOUTH US HWY 1,,PORT ST LUCIE,FL,34952,USA,27.329446,-80.320823,Monday 08:30 - 18:30,Tuesday 08:30 - 18:30,Wednesday 08:30 - 18:30,Thursday 08:30 - 18:30,Friday 08:30 - 18:30,Saturday 09:00 - 17:00,Sunday Closed
The UPS Store 3040,TUPSS3040,(717)267-2700,store3040@theupsstore.com,947 WAYNE AVE,,CHAMBERSBURG,PA,17201,USA,39.916055,-77.653692,Monday 08:30 - 19:00,Tuesday 08:30 - 19:00,Wednesday 08:30 - 19:00,Thursday 08:30 - 19:00,Friday 08:30 - 19:00,Saturday 09:00 - 16:00,Sunday Closed
The UPS Store 5000,TUPSS5000,(571)261-4980,store5000@theupsstore.com,7371 ATLAS WALK WAY,,GAINESVILLE,VA,20155,USA,38.796662,-77.609897,Monday 08:30 - 19:30,Tuesday 08:30 - 19:30,Wednesday 08:30 - 19:30,Thursday 08:30 - 19:30,Friday 08:30 - 19:30,Saturday 09:00 - 17:00,Sunday 12:00 - 17:00
The UPS Store 3335,TUPSS3335,(252)937-4420,store3335@theupsstore.com,1444 JEFFREYS RD,,ROCKY MOUNT,NC,27804,USA,35.975156,-77.812077,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 09:30 - 15:00,Sunday Closed
The UPS Store 0710,TUPSS0710,(804)740-2986,store0710@theupsstore.com,9702 GAYTON RD,,RICHMOND,VA,23238-4907,USA,37.607662,-77.593785,Monday 08:30 - 19:00,Tuesday 08:30 - 19:00,Wednesday 08:30 - 19:00,Thursday 08:30 - 19:00,Friday 08:30 - 19:00,Saturday 10:00 - 15:30,Sunday Closed
The UPS Store 6033,TUPSS6033,(910)383-1401,store6033@theupsstore.com,2013 OLDE REGENT WAY,STE 150,LELAND,NC,28451,USA,34.217973,-78.0193,Monday 08:00 - 19:00,Tuesday 08:00 - 19:00,Wednesday 08:00 - 19:00,Thursday 08:00 - 19:00,Friday 08:00 - 19:00,Saturday 09:00 - 17:00,Sunday 12:00 - 15:00
The UPS Store 0926,TUPSS0926,(585) 723-0230,store0926@theupsstore.com,3177 Latta Rd,,Rochester,NY,14612,USA,43.2516361,-77.7011118,Monday 08:00 - 19:00,Tuesday 08:00 - 19:00,Wednesday 08:00 - 19:00,Thursday 08:00 - 19:00,Friday 08:00 - 19:00,Saturday 10:00 - 16:00,Sunday 10:00 - 16:00
The UPS Store 2989,TUPSS2989,(804)560-5560,store2989@theupsstore.com,2711 BUFORD RD,,BON AIR,VA,23235,USA,37.535093,-77.56118,Monday 08:30 - 19:00,Tuesday 08:30 - 19:00,Wednesday 08:30 - 19:00,Thursday 08:30 - 19:00,Friday 08:30 - 19:00,Saturday 10:00 - 15:30,Sunday Closed
The UPS Store 1717,TUPSS1717,(703)330-2951,store1717@theupsstore.com,8665 SUDLEY RD,,MANASSAS,VA,20110-4588,USA,38.768956,-77.485177,Monday 08:00 - 19:30,Tuesday 08:00 - 19:30,Wednesday 08:00 - 19:30,Thursday 08:00 - 19:30,Friday 08:00 - 19:30,Saturday 09:00 - 17:00,Sunday 11:00 - 16:00
The UPS Store 6102,TUPSS6102,(540)656-2677,store6102@theupsstore.com,2215 PLANK RD,,FREDERICKSBURG,VA,22401,USA,38.296862,-77.49735,Monday 09:00 - 18:00,Tuesday 09:00 - 18:00,Wednesday 09:00 - 18:00,Thursday 09:00 - 18:00,Friday 09:00 - 18:00,Saturday 10:30 - 15:00,Sunday Closed
The UPS Store 5641,TUPSS5641,(585) 427-8080,store5641@theupsstore.com,300 Hylan Dr,Suite 6,Rochester,NY,14623,USA,43.0847959,-77.6303214,Monday 08:30 - 20:00,Tuesday 08:30 - 20:00,Wednesday 08:30 - 20:00,Thursday 08:30 - 20:00,Friday 08:30 - 20:00,Saturday 09:00 - 17:00,Sunday 11:00 - 16:00
The UPS Store 4452,TUPSS4452,(804)565-9565,store4452@theupsstore.com,9962 BROOK RD,,GLEN ALLEN,VA,23059,USA,37.669627,-77.463357,Monday 08:30 - 19:00,Tuesday 08:30 - 19:00,Wednesday 08:30 - 19:00,Thursday 08:30 - 19:00,Friday 08:30 - 19:00,Saturday 10:00 - 15:30,Sunday Closed
Personal Security Concepts West Palm Beach,PSCWESTPALMBEACH,,,1645 Palm Beach Lakes Blvd,Suite 1200,West Palm Beach,FL,33415,USA,26.663657,-80.1149656,Monday 11:00 - 15:00,Tuesday Closed,Wednesday 11:00 - 15:00,Thursday Closed,Friday 11:00 - 15:00,Saturday Closed,Sunday Closed
The UPS Store 5916,TUPSS5916,(703)818-0977,store5916@theupsstore.com,12587 FAIR LAKES CIRCLE,,FAIRFAX,VA,22033,USA,38.85713,-77.38113,Monday 12:00 - 17:00,Tuesday 12:00 - 17:00,Wednesday 12:00 - 17:00,Thursday 12:00 - 17:00,Friday 12:00 - 17:00,Saturday Closed,Sunday Closed
The UPS Store 1557,TUPSS1557,(954)570-7888,store1557@theupsstore.com,6574 N STATE ROAD 7,,COCONUT CREEK,FL,33073,USA,26.311338,-80.201581,Monday 08:00 - 19:00,Tuesday 08:00 - 19:00,Wednesday 08:00 - 19:00,Thursday 08:00 - 19:00,Friday 08:00 - 19:00,Saturday 10:00 - 16:00,Sunday 10:00 - 15:00
The UPS Store 0410,TUPSS0410,(954) 680-9592,store0410@theupsstore.com,5846 South Flamingo Rd,,Cooper City,FL,33330,USA,26.0453214,-80.3112093,Monday 08:00 - 19:00,Tuesday 08:00 - 19:00,Wednesday 08:00 - 19:00,Thursday 08:00 - 19:00,Friday 08:00 - 19:00,Saturday 10:00 - 16:00,Sunday 10:00 - 15:00
The UPS Store 5555,TUPSS5555,(703)583-9404,store5555@theupsstore.com,4222 FORTUNA CENTER PLAZA,,DUMFRIES,VA,22025,USA,38.595122,-77.334302,Monday 08:30 - 19:30,Tuesday 08:30 - 19:30,Wednesday 08:30 - 19:30,Thursday 08:30 - 19:30,Friday 08:30 - 19:30,Saturday 09:00 - 16:00,Sunday 11:00 - 16:00
The UPS Store 4401,TUPSS4401,910-509-0520,store4401@theupsstore.com,1121 Military Cutoff Rd Ste C,,Wilmington,NC,28405,USA,34.2365495,-77.8286696,Monday 08:00 - 19:00,Tuesday 08:00 - 19:00,Wednesday 08:00 - 19:00,Thursday 08:00 - 19:00,Friday 08:00 - 19:00,Saturday 09:00 - 17:00,Sunday 12:00 - 17:00
The UPS Store 0390,TUPSS0390,(954) 473-9100,store0390@theupsstore.com,8958 W State Rd 84,,Davie,FL,33324,USA,26.1021556,-80.270901,Monday 08:00 - 18:00,Tuesday 08:00 - 18:00,Wednesday 08:00 - 18:00,Thursday 08:00 - 18:00,Friday 08:00 - 18:00,Saturday 09:00 - 17:00,Sunday 11:00 - 15:00
The UPS Store 6272,TUPSS6272,(703)865-5544,store6272@theupsstore.com,4441 GEORGE MASON BLVD,,FAIRFAX,VA,22030,USA,38.833325,-77.308975,Monday 08:00 - 16:00,Tuesday 08:00 - 16:00,Wednesday 08:00 - 16:00,Thursday 08:00 - 16:00,Friday 08:00 - 16:00,Saturday Closed,Sunday Closed
The UPS Store 5623,TUPSS5623,(703) 281-1816,store5623@theupsstore.com,2961-A Hunter Mill Rd,,Oakton,VA,22124,USA,38.8838769,-77.3029026,Monday 08:00 - 19:00,Tuesday 08:00 - 19:00,Wednesday 08:00 - 19:00,Thursday 08:00 - 19:00,Friday 08:00 - 19:00,Saturday 09:00 - 17:00,Sunday 11:00 - 16:00
The UPS Store 6725,TUPSS6725,(703) 759-5000,store6725@theupsstore.com,9893 Georgetown Pike,,Great Falls,VA,22066,USA,38.9974249,-77.2897799,Monday 08:00 - 19:00,Tuesday 08:00 - 19:00,Wednesday 08:00 - 19:00,Thursday 08:00 - 19:00,Friday 08:00 - 19:00,Saturday 09:00 - 17:00,Sunday 12:00 - 16:00
The UPS Store 5730,TUPSS5730,(301)540-9470,store5730@theupsstore.com,23219 STRINGTOWN RD,,CLARKSBURG,MD,20871,USA,39.2377,-77.276794,Monday 09:00 - 19:00,Tuesday 09:00 - 19:00,Wednesday 09:00 - 19:00,Thursday 09:00 - 19:00,Friday 09:00 - 19:00,Saturday 09:00 - 17:00,Sunday Closed
The UPS Store 6060,TUPSS6060,(804)524-2424,store6060@theupsstore.com,1050 TEMPLE AVE,,COLONIAL HEIGHTS,VA,23834,USA,37.257302,-77.390363,Monday 08:00 - 19:00,Tuesday 08:00 - 19:00,Wednesday 08:00 - 19:00,Thursday 08:00 - 19:00,Friday 08:00 - 19:00,Saturday 10:00 - 17:00,Sunday 10:00 - 16:00
The UPS Store 4901,TUPSS4901,(954) 935-5100,store4901@theupsstore.com,43 S Powerline Rd,,Pompano Beach,FL,33069,USA,26.3171356,-80.1550886,Monday 08:30 - 19:00,Tuesday 08:30 - 19:00,Wednesday 08:30 - 19:00,Thursday 08:30 - 19:00,Friday 08:30 - 19:00,Saturday 09:00 - 17:00,Sunday 11:00 - 15:00
The UPS Store 2043,TUPSS2043,(561)391-8518,store2043@theupsstore.com,21218 ST ANDREWS BLVD,STE 10,BOCA RATON,FL,33433,USA,26.362236,-80.136359,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 10:00 - 15:30,Sunday Closed
The UPS Store 0518,TUPSS0518,(703) 255-3600,store0518@theupsstore.com,344 Maple Ave W,,Vienna,VA,22180,USA,38.8968888,-77.2724154,Monday 08:30 - 19:30,Tuesday 08:30 - 19:30,Wednesday 08:30 - 19:30,Thursday 08:30 - 19:30,Friday 08:30 - 19:30,Saturday 09:00 - 17:00,Sunday 10:00 - 15:00
The UPS Store 4427,TUPSS4427,301-869-9066,store4427@theupsstore.com,12154 Darnestown Rd,,Gaithersburg,MD,20878,USA,39.1166524,-77.2567187,Monday 08:30 - 19:00,Tuesday 08:30 - 19:00,Wednesday 08:30 - 19:00,Thursday 08:30 - 19:00,Friday 08:30 - 19:00,Saturday 08:30 - 18:00,Sunday 09:00 - 16:00
The UPS Store 6701,TUPSS6701,(305) 227-2974,store6701@theupsstore.com,11455 Sw 40Th St,,Miami,FL,33165,USA,25.7340081,-80.3822982,Monday 08:30 - 18:00,Tuesday 08:30 - 19:00,Wednesday 08:30 - 19:00,Thursday 08:30 - 19:00,Friday 08:30 - 19:00,Saturday 09:30 - 16:00,Sunday Closed
The UPS Store 3156,TUPSS3156,(703)846-9656,store3156@theupsstore.com,8116 ARLINGTON BLVD,,FALLS CHURCH,VA,22042,USA,38.866474,-77.226311,Monday 08:00 - 19:00,Tuesday 08:00 - 19:00,Wednesday 08:00 - 19:00,Thursday 08:00 - 19:00,Friday 08:00 - 19:00,Saturday 09:00 - 17:00,Sunday 11:00 - 16:00
The UPS Store 7538,TUPSS7538,(954) 884-0018,store7538@theupsstore.com,2890 West Broward Blvd,Unit B,Fort Lauderdale,FL,33312,USA,26.1208838,-80.1847156,Monday 08:30 - 19:00,Tuesday 08:30 - 19:00,Wednesday 08:30 - 19:00,Thursday 08:30 - 19:00,Friday 08:30 - 19:00,Saturday 11:00 - 17:00,Sunday 11:00 - 17:00
The UPS Store 5690,TUPSS5690,(703) 372-2950,store5690@theupsstore.com,9435 Lorton Market St,,Lorton,VA,Lorton,USA,38.7019893,-77.2225629,Monday 09:00 - 19:00,Tuesday 09:00 - 19:00,Wednesday 09:00 - 19:00,Thursday 09:00 - 19:00,Friday 09:00 - 19:00,Saturday 09:00 - 17:00,Sunday Closed
The UPS Store 7115,TUPSS7115,(786) 615-4713,store7115@theupsstore.com,10 Canal St,,Miami Springs,FL,33166,USA,25.8222858,-80.2833627,Monday 10:00 - 18:00,Tuesday 10:00 - 18:00,Wednesday 10:00 - 18:00,Thursday 10:00 - 18:00,Friday 10:00 - 18:00,Saturday 10:00 - 14:00,Sunday Closed
The UPS Store 4602,TUPSS4602,(703) 536-1000,store4602@theupsstore.com,1069 W Broad St,,Falls Church,VA,22046,USA,38.891513,-77.1885423,Monday 08:00 - 19:00,Tuesday 08:00 - 19:00,Wednesday 08:00 - 19:00,Thursday 08:00 - 19:00,Friday 08:00 - 19:00,Saturday 09:00 - 17:00,Sunday 11:00 - 16:00
The UPS Store 6759,TUPSS6759,(954)368-4805,store6759@theupsstore.com,1005 W State Rd 84,,Fort Lauderdale,FL,33315,USA,26.092946,-80.1588495,Monday 08:30 - 18:30,Tuesday 08:30 - 18:30,Wednesday 08:30 - 18:30,Thursday 08:30 - 18:30,Friday 08:30 - 18:30,Saturday 09:00 - 17:00,Sunday Closed
The UPS Store 5144,TUPSS5144,(703)256-5995,store5144@theupsstore.com,6920-B BRADLICK SHOPPING CENTER,,ANNANDALE,VA,22003,USA,38.812747,-77.184195,Monday 09:00 - 19:00,Tuesday 09:00 - 19:00,Wednesday 09:00 - 19:00,Thursday 09:00 - 19:00,Friday 09:00 - 19:00,Saturday 09:00 - 17:00,Sunday 11:00 - 16:00
The UPS Store 5455,TUPSS5455,(301)469-8111,store5455@theupsstore.com,10319 WESTLAKE DR,,BETHESDA,MD,20817,USA,39.02565,-77.147208,Monday 08:30 - 19:00,Tuesday 08:30 - 19:00,Wednesday 08:30 - 19:00,Thursday 08:30 - 19:00,Friday 08:30 - 19:00,Saturday 10:00 - 17:00,Sunday 10:00 - 15:00
The UPS Store 6654,TUPSS6654,(786) 452-9661,store6654@theupsstore.com,3725 W Flagler St,,Miami,FL,33134,USA,25.7723104,-80.2583429,Monday 08:30 - 19:00,Tuesday 08:30 - 19:00,Wednesday 08:30 - 19:00,Thursday 08:30 - 19:00,Friday 08:30 - 19:00,Saturday 09:30 - 16:00,Sunday Closed
Certifix Live Scan - Miami,Certifix Live Scan - Miami,(786) 422-0351,miami@certifix.com,25 SE 2nd Ave,Ste 550,Miami,FL,33131,USA,25.7738321,-80.1899842,Monday 09:00 - 16:30,Tuesday 09:00 - 16:30,Wednesday 09:00 - 16:30,Thursday 09:00 - 16:30,Friday 09:00 - 16:30,Saturday Closed,Sunday Closed
The UPS Store 0535,TUPSS0535,(202)244-7299,store0535@theupsstore.com,4401-A CONNECTICUT AVE NW,,WASHINGTON,DC,20008,USA,38.945499,-77.06416,Monday 08:30 - 19:00,Tuesday 08:30 - 19:00,Wednesday 08:30 - 19:00,Thursday 08:30 - 19:00,Friday 08:30 - 19:00,Saturday 10:00 - 17:00,Sunday 10:00 - 15:00
The UPS Store 6985,TUPSS 6985,(240) 669-4136,store6985@theupsstore.com,2227 Bel Pre Rd,,Silver Spring,MD,20906,USA,39.0920573,-77.0497072,Monday 08:30 - 19:30,Tuesday 08:30 - 19:30,Wednesday 08:30 - 19:30,Thursday 08:30 - 19:30,Friday 08:30 - 19:30,Saturday 10:00 - 17:00,Sunday 10:00 - 15:00
The UPS Store 7051,TUPSS7051,(703) 548-1000,store7051@theupsstore.com,610 Madison Street,STE 101,Alexandria,VA,22314,USA,38.8127035,-77.0469006,Monday 08:00 - 20:00,Tuesday 08:00 - 20:00,Wednesday 08:00 - 20:00,Thursday 08:00 - 20:00,Friday 08:00 - 20:00,Saturday 08:00 - 17:00,Sunday 11:00 - 16:00
The UPS Store 7109,TUPSS7109,(202) 506-4111,store7109@theupsstore.com,996 Maine Ave Sw,,Washington,DC,20024,USA,38.8808014,-77.0282206,Monday 09:00 - 19:00,Tuesday 09:00 - 19:00,Wednesday 09:00 - 19:00,Thursday 09:00 - 19:00,Friday 09:00 - 19:00,Saturday 10:00 - 17:00,Sunday 10:00 - 15:00
The UPS Store 6047,TUPSS6047,(202)898-4940,store6047@theupsstore.com,455 MASSACHUSETTS AVE NW,,WASHINGTON,DC,20001,USA,38.901062,-77.017548,Monday 10:00 - 18:00,Tuesday 10:00 - 18:00,Wednesday 10:00 - 18:00,Thursday 10:00 - 18:00,Friday 10:00 - 18:00,Saturday 11:00 - 16:00,Sunday Closed
The UPS Store 4181,TUPSS4181,(305) 453-4877,store4181@theupsstore.com,101425 Overseas Hwy,,Key Largo,FL,33037,USA,25.112448,-80.4239872,Monday 07:30 - 18:00,Tuesday 07:30 - 18:00,Wednesday 07:30 - 18:00,Thursday 07:30 - 18:00,Friday 07:30 - 18:00,Saturday 09:00 - 14:30,Sunday 10:00 - 15:00
The UPS Store 1927,TUPSS1927,(570)326-6606,store1927@theupsstore.com,1784 EAST 3RD STREET,,WILLIAMSPORT,PA,17701,USA,41.248289,-76.967609,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 09:00 - 14:30,Sunday Closed
The UPS Store 7132,TUPSS7132,(240) 965-5362,store7132@theupsstore.com,15630 Old Columbia Pike,Ste E,Burtonsville,MD,20866,USA,39.1112431,-76.9349179,Monday 08:30 - 19:00,Tuesday 08:30 - 19:00,Wednesday 08:30 - 19:00,Thursday 08:30 - 19:00,Friday 08:30 - 19:00,Saturday 08:30 - 19:00,Sunday Closed
The UPS Store 1546,TUPSS1546,(717)737-6777,store1546@theupsstore.com,717 MARKET ST,STE 111,LEMOYNE,PA,17043,USA,40.244499,-76.900932,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 08:30 - 14:00,Sunday 10:00 - 15:00
Beltsville Pack and Ship,Beltsville Pack and Ship,(240) 382-2609,eadewale@yahoo.com,11113 Baltimore Ave,,Beltsville,MD,20705,USA,39.0350955,-76.9061651,Monday Closed,Tuesday Closed,Wednesday Closed,Thursday Closed,Friday Closed,Saturday Closed,Sunday Closed
The UPS Store 4408,TUPSS4408,(240) 318-0122,store4408@theupsstore.com,6368 Coventry Way,,Clinton,MD,20735,USA,38.7831563,-76.898819,Monday 09:00 - 19:00,Tuesday 09:00 - 19:00,Wednesday 09:00 - 19:00,Thursday 09:00 - 19:00,Friday 09:00 - 19:00,Saturday 09:00 - 17:00,Sunday 11:00 - 16:00
The UPS Store 7529,TUPSS7529,(240) 455-7868,store7529@theupsstore.com,9100 Alaking Ct,Ste 130,Capitol Heights,MD,20743,USA,38.8705693,-76.8516269,Monday 08:30 - 19:00,Tuesday 08:30 - 19:00,Wednesday 08:30 - 19:00,Thursday 08:30 - 19:00,Friday 08:30 - 19:00,Saturday 09:00 - 16:00,Sunday 11:00 - 16:00
The UPS Store 0918,TUPSS0918,(717)561-4623,store0918@theupsstore.com,3915 UNION DEPOSIT RD,,HARRISBURG,PA,17109-5920,USA,40.27705,-76.823511,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 08:30 - 14:00,Sunday 10:00 - 15:00
The UPS Store 0697,TUPSS0697,(410)461-8523,store0697@theupsstore.com,8480 BALTIMORE NATIONAL PIKE,,ELLICOTT CITY,MD,21043-3369,USA,39.286649,-76.808577,Monday 08:00 - 17:30,Tuesday 08:00 - 17:30,Wednesday 08:00 - 17:30,Thursday 08:00 - 17:30,Friday 08:00 - 17:30,Saturday 09:00 - 16:00,Sunday 11:00 - 15:00
The UPS Store 6273,TUPSS6273,(607)873-7161,store6273@theupsstore.com,110 N Main St,,HORSEHEADS,NY,14845,USA,42.167998,-76.821198,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 09:00 - 15:00,Sunday Closed
The UPS Store 3595,TUPSS3595,(410) 674-2800,store3595@theupsstore.com,1121 Annapolis Rd,,Odenton,MD,21113,USA,39.0795725,-76.690358,Monday 08:30 - 19:00,Tuesday 08:30 - 19:00,Wednesday 08:30 - 19:00,Thursday 08:30 - 19:00,Friday 08:30 - 19:00,Saturday 09:00 - 18:00,Sunday 10:00 - 16:30
The UPS Store 5878,TUPSS5878,(717)246-7670,store5878@theupsstore.com,651 Lombard Rd,,Red Lion,PA,17356,USA,39.9159272,-76.6341301,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 08:30 - 14:00,Sunday Closed
The UPS Store 3326,TUPSS3326,(410)821-0804,store3326@theupsstore.com,722 DULANEY VALLEY ROAD,,TOWSON,MD,21204-5109,USA,39.403076,-76.601969,Monday 09:00 - 18:30,Tuesday 09:00 - 18:30,Wednesday 09:00 - 18:30,Thursday 09:00 - 18:30,Friday 09:00 - 18:30,Saturday 10:00 - 17:00,Sunday Closed
The UPS Store 5373,TUPSS5373,(410)625-0060,store5373@theupsstore.com,841 E FORT AVE,,BALTIMORE,MD,21230,USA,39.271343,-76.602812,Monday 08:30 - 19:00,Tuesday 08:30 - 19:00,Wednesday 08:30 - 19:00,Thursday 08:30 - 19:00,Friday 08:30 - 19:00,Saturday 10:00 - 16:00,Sunday Closed
The UPS Store 7361,TUPSS7361,(240) 309-4247,store7361@theupsstore.com,22650 Cedar Lane Ct,,Leonardtown,MD,20650,USA,38.28987,-76.6268982,Monday 09:00 - 19:00,Tuesday 09:00 - 19:00,Wednesday 09:00 - 19:00,Thursday 09:00 - 19:00,Friday 09:00 - 19:00,Saturday 10:00 - 16:30,Sunday 10:00 - 16:30
The UPS Store 3853,TUPSS3853,(717)492-0223,store3853@theupsstore.com,929 E MAIN ST,,MOUNT JOY,PA,17552,USA,40.110837,-76.47938,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 09:30 - 14:30,Sunday 09:30 - 14:30
The UPS Store 7148,TUPSS7148,(410) 263-8877,store7148@theupsstore.com,1011 Bay Ridge Avenue,,Annapolis,MD,21403,USA,38.9647182,-76.4907862,Monday 08:30 - 18:30,Tuesday 08:30 - 18:30,Wednesday 08:30 - 18:30,Thursday 08:30 - 18:30,Friday 08:30 - 18:30,Saturday 09:00 - 17:00,Sunday 12:00 - 16:00
The UPS Store 4789,TUPSS4789,315-282-0622,store4789@theupsstore.com,144 Genesee St,Ste 102,Auburn,NY,13021,USA,42.9302809,-76.5707431,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 10:00 - 16:00,Sunday 10:00 - 15:00
The UPS Store 5949,TUPSS5949,(757)356-1000,store5949@theupsstore.com,1807 S CHURCH ST,STE 108,SMITHFIELD,VA,23430,USA,36.964966,-76.605598,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 09:30 - 15:00,Sunday Closed
"Uncle Marty's Shipping Office, Ithaca",Uncle Marty's SO Ithaca,(607)275-3711,hello@unclemartysoffice.com,206A Dryden Road,,Ithaca,NY,14850,USA,42.4417802,-76.4873248,Monday Closed,Tuesday Closed,Wednesday Closed,Thursday Closed,Friday Closed,Saturday Closed,Sunday Closed
The UPS Store 5885,TUPSS5885,(757)539-0034,store5885@theupsstore.com,1024 CENTERBROOKE LN,STE F,SUFFOLK,VA,23434-8394,USA,36.77071,-76.586151,Monday 08:30 - 19:00,Tuesday 08:30 - 19:00,Wednesday 08:30 - 19:00,Thursday 08:30 - 19:00,Friday 08:30 - 19:00,Saturday 09:00 - 15:00,Sunday Closed
The UPS Store 4517,TUPSS4517,(717)627-4883,store4517@theupsstore.com,1002 LITITZ PIKE,,LITITZ,PA,17543,USA,40.131505,-76.30441,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 09:00 - 14:30,Sunday Closed
The UPS Store 3461,TUPSS3461,(757)838-9365,store3461@theupsstore.com,26 TOWNE CENTRE WAY,,HAMPTON,VA,23666,USA,37.061937,-76.426435,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 09:30 - 15:00,Sunday Closed
The UPS Store 3230,TUPSS3230,(717)733-1482,store3230@theupsstore.com,108 N READING RD,STE F,EPHRATA,PA,17522,USA,40.1874,-76.18626,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 08:30 - 14:00,Sunday Closed
PostNet - Syracuse,PostNet - Syracuse,315-218-6223,ny135@postnet.com,2363 James St,,Syracuse,NY,13206,USA,43.0688294,-76.1158426,Monday 09:00 - 17:30,Tuesday 09:00 - 17:30,Wednesday 09:00 - 17:30,Thursday 09:00 - 17:30,Friday 09:00 - 17:30,Saturday Closed,Sunday Closed
The UPS Store 4652,TUPSS4652,(607)644-9124,store4652@theupsstore.com,2520 VESTAL PKWY E,STE 2,VESTAL,NY,13850,USA,42.09439,-76.007587,Monday 08:00 - 18:30,Tuesday 08:00 - 18:30,Wednesday 08:00 - 18:30,Thursday 08:00 - 18:30,Friday 08:00 - 18:30,Saturday 08:30 - 14:00,Sunday Closed
